date,fund,asset,weight
2020-11-04,Equity Sentiment Tilt,MS,0.01682555780933063
2020-11-04,Equity Sentiment Tilt,NEE,0.032342799188640976
2020-11-04,Equity Sentiment Tilt,NEM,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,NKE,0.020780933062880327
2020-11-04,Equity Sentiment Tilt,NUE,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,NVDA,0.026561866125760652
2020-11-04,Equity Sentiment Tilt,O,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,OXY,0.026561866125760652
2020-11-04,Equity Sentiment Tilt,PLD,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,PSA,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,QCOM,0.026561866125760652
2020-11-04,Equity Sentiment Tilt,SBUX,0.020780933062880327
2020-11-04,Equity Sentiment Tilt,SHW,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,SLB,0.026561866125760652
2020-11-04,Equity Sentiment Tilt,SO,0.032342799188640976
2020-11-04,Equity Sentiment Tilt,T,0.016926977687626778
2020-11-04,Equity Sentiment Tilt,TMUS,0.016926977687626778
2020-11-04,Equity Sentiment Tilt,TTWO,0.016926977687626778
2020-11-04,Equity Sentiment Tilt,UPS,0.015000000000000001
2020-11-04,Equity Sentiment Tilt,USB,0.01682555780933063
2020-11-04,Equity Sentiment Tilt,V,0.01682555780933063
2020-11-04,Equity Sentiment Tilt,WFC,0.01682555780933063
2020-11-04,Equity Sentiment Tilt,WMT,0.020780933062880327
2020-11-04,Equity Sentiment Tilt,XOM,0.026561866125760652
2020-11-05,Equity Sentiment Tilt,ABBV,0.01849772647778944
2020-11-05,Equity Sentiment Tilt,ABT,0.01849772647778944
2020-11-05,Equity Sentiment Tilt,ADBE,0.030302553340328785
2020-11-05,Equity Sentiment Tilt,AEP,0.021995452955578875
2020-11-05,Equity Sentiment Tilt,AMD,0.030302553340328785
2020-11-05,Equity Sentiment Tilt,AMGN,0.01849772647778944
2020-11-05,Equity Sentiment Tilt,AMT,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,BA,0.024793634137810425
2020-11-05,Equity Sentiment Tilt,CAT,0.024793634137810425
2020-11-05,Equity Sentiment Tilt,CCI,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,CMCSA,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,COP,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,CVX,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,D,0.021995452955578875
2020-11-05,Equity Sentiment Tilt,DD,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,DIS,0.02549317943336831
2020-11-05,Equity Sentiment Tilt,DOW,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,DUK,0.021995452955578875
2020-11-05,Equity Sentiment Tilt,EA,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,GE,0.024793634137810425
2020-11-05,Equity Sentiment Tilt,GILD,0.01849772647778944
2020-11-05,Equity Sentiment Tilt,GS,0.01891745365512417
2020-11-05,Equity Sentiment Tilt,INTC,0.030302553340328785
2020-11-05,Equity Sentiment Tilt,KO,0.02549317943336831
2020-11-05,Equity Sentiment Tilt,MMM,0.024793634137810425
2020-11-05,Equity Sentiment Tilt,MRK,0.01849772647778944
2020-11-05,Equity Sentiment Tilt,MS,0.01891745365512417
2020-11-05,Equity Sentiment Tilt,NEE,0.021995452955578875
2020-11-05,Equity Sentiment Tilt,NEM,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,NKE,0.02549317943336831
2020-11-05,Equity Sentiment Tilt,NUE,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,NVDA,0.030302553340328785
2020-11-05,Equity Sentiment Tilt,O,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,OXY,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,PLD,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,PSA,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,QCOM,0.030302553340328785
2020-11-05,Equity Sentiment Tilt,SBUX,0.02549317943336831
2020-11-05,Equity Sentiment Tilt,SHW,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,SLB,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,SO,0.021995452955578875
2020-11-05,Equity Sentiment Tilt,T,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,TMUS,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,TTWO,0.015000000000000001
2020-11-05,Equity Sentiment Tilt,UPS,0.024793634137810425
2020-11-05,Equity Sentiment Tilt,USB,0.01891745365512417
2020-11-05,Equity Sentiment Tilt,V,0.01891745365512417
2020-11-05,Equity Sentiment Tilt,WFC,0.01891745365512417
2020-11-05,Equity Sentiment Tilt,WMT,0.02549317943336831
2020-11-05,Equity Sentiment Tilt,XOM,0.015000000000000001
2020-11-06,Equity Sentiment Tilt,ABBV,0.019631671812968682
2020-11-06,Equity Sentiment Tilt,ABT,0.019631671812968682
2020-11-06,Equity Sentiment Tilt,ADBE,0.024704455227172472
2020-11-06,Equity Sentiment Tilt,AEP,0.040474194971327745
2020-11-06,Equity Sentiment Tilt,AMD,0.024704455227172472
2020-11-06,Equity Sentiment Tilt,AMGN,0.019631671812968682
2020-11-06,Equity Sentiment Tilt,AMT,0.015
2020-11-06,Equity Sentiment Tilt,BA,0.015
2020-11-06,Equity Sentiment Tilt,CAT,0.015
2020-11-06,Equity Sentiment Tilt,CCI,0.015
2020-11-06,Equity Sentiment Tilt,CMCSA,0.015
2020-11-06,Equity Sentiment Tilt,COP,0.015
2020-11-06,Equity Sentiment Tilt,CVX,0.015
2020-11-06,Equity Sentiment Tilt,D,0.040474194971327745
2020-11-06,Equity Sentiment Tilt,DD,0.015
2020-11-06,Equity Sentiment Tilt,DIS,0.015
2020-11-06,Equity Sentiment Tilt,DOW,0.015
2020-11-06,Equity Sentiment Tilt,DUK,0.040474194971327745
2020-11-06,Equity Sentiment Tilt,EA,0.015
2020-11-06,Equity Sentiment Tilt,GE,0.015
2020-11-06,Equity Sentiment Tilt,GILD,0.019631671812968682
2020-11-06,Equity Sentiment Tilt,GS,0.025189677988531098
2020-11-06,Equity Sentiment Tilt,INTC,0.024704455227172472
2020-11-06,Equity Sentiment Tilt,KO,0.015
2020-11-06,Equity Sentiment Tilt,MMM,0.015
2020-11-06,Equity Sentiment Tilt,MRK,0.019631671812968682
2020-11-06,Equity Sentiment Tilt,MS,0.025189677988531098
2020-11-06,Equity Sentiment Tilt,NEE,0.040474194971327745
2020-11-06,Equity Sentiment Tilt,NEM,0.015
2020-11-06,Equity Sentiment Tilt,NKE,0.015
2020-11-06,Equity Sentiment Tilt,NUE,0.015
2020-11-06,Equity Sentiment Tilt,NVDA,0.024704455227172472
2020-11-06,Equity Sentiment Tilt,O,0.015
2020-11-06,Equity Sentiment Tilt,OXY,0.015
2020-11-06,Equity Sentiment Tilt,PLD,0.015
2020-11-06,Equity Sentiment Tilt,PSA,0.015
2020-11-06,Equity Sentiment Tilt,QCOM,0.024704455227172472
2020-11-06,Equity Sentiment Tilt,SBUX,0.015
2020-11-06,Equity Sentiment Tilt,SHW,0.015
2020-11-06,Equity Sentiment Tilt,SLB,0.015
2020-11-06,Equity Sentiment Tilt,SO,0.040474194971327745
2020-11-06,Equity Sentiment Tilt,T,0.015
2020-11-06,Equity Sentiment Tilt,TMUS,0.015
2020-11-06,Equity Sentiment Tilt,TTWO,0.015
2020-11-06,Equity Sentiment Tilt,UPS,0.015
2020-11-06,Equity Sentiment Tilt,USB,0.025189677988531098
2020-11-06,Equity Sentiment Tilt,V,0.025189677988531098
2020-11-06,Equity Sentiment Tilt,WFC,0.025189677988531098
2020-11-06,Equity Sentiment Tilt,WMT,0.015
2020-11-06,Equity Sentiment Tilt,XOM,0.015
2020-12-01,Equity Sentiment Tilt,ABBV,0.02
2020-12-01,Equity Sentiment Tilt,ABT,0.02
2020-12-01,Equity Sentiment Tilt,ADBE,0.02
2020-12-01,Equity Sentiment Tilt,AEP,0.02
2020-12-01,Equity Sentiment Tilt,AMD,0.02
2020-12-01,Equity Sentiment Tilt,AMGN,0.02
2020-12-01,Equity Sentiment Tilt,AMT,0.02
2020-12-01,Equity Sentiment Tilt,BA,0.02
2020-12-01,Equity Sentiment Tilt,CAT,0.02
2020-12-01,Equity Sentiment Tilt,CCI,0.02
2020-12-01,Equity Sentiment Tilt,CMCSA,0.02
2020-12-01,Equity Sentiment Tilt,COP,0.02
2020-12-01,Equity Sentiment Tilt,CVX,0.02
2020-12-01,Equity Sentiment Tilt,D,0.02
2020-12-01,Equity Sentiment Tilt,DD,0.02
2020-12-01,Equity Sentiment Tilt,DIS,0.02
2020-12-01,Equity Sentiment Tilt,DOW,0.02
2020-12-01,Equity Sentiment Tilt,DUK,0.02
2020-12-01,Equity Sentiment Tilt,EA,0.02
2020-12-01,Equity Sentiment Tilt,GE,0.02
2020-12-01,Equity Sentiment Tilt,GILD,0.02
2020-12-01,Equity Sentiment Tilt,GS,0.02
2020-12-01,Equity Sentiment Tilt,INTC,0.02
2020-12-01,Equity Sentiment Tilt,KO,0.02
2020-12-01,Equity Sentiment Tilt,MMM,0.02
2020-12-01,Equity Sentiment Tilt,MRK,0.02
2020-12-01,Equity Sentiment Tilt,MS,0.02
2020-12-01,Equity Sentiment Tilt,NEE,0.02
2020-12-01,Equity Sentiment Tilt,NEM,0.02
2020-12-01,Equity Sentiment Tilt,NKE,0.02
2020-12-01,Equity Sentiment Tilt,NUE,0.02
2020-12-01,Equity Sentiment Tilt,NVDA,0.02
2020-12-01,Equity Sentiment Tilt,O,0.02
2020-12-01,Equity Sentiment Tilt,OXY,0.02
2020-12-01,Equity Sentiment Tilt,PLD,0.02
2020-12-01,Equity Sentiment Tilt,PSA,0.02
2020-12-01,Equity Sentiment Tilt,QCOM,0.02
2020-12-01,Equity Sentiment Tilt,SBUX,0.02
2020-12-01,Equity Sentiment Tilt,SHW,0.02
2020-12-01,Equity Sentiment Tilt,SLB,0.02
2020-12-01,Equity Sentiment Tilt,SO,0.02
2020-12-01,Equity Sentiment Tilt,T,0.02
2020-12-01,Equity Sentiment Tilt,TMUS,0.02
2020-12-01,Equity Sentiment Tilt,TTWO,0.02
2020-12-01,Equity Sentiment Tilt,UPS,0.02
2020-12-01,Equity Sentiment Tilt,USB,0.02
2020-12-01,Equity Sentiment Tilt,V,0.02
2020-12-01,Equity Sentiment Tilt,WFC,0.02
2020-12-01,Equity Sentiment Tilt,WMT,0.02
2020-12-01,Equity Sentiment Tilt,XOM,0.02
2020-12-02,Equity Sentiment Tilt,ABBV,0.015
2020-12-02,Equity Sentiment Tilt,ABT,0.015
2020-12-02,Equity Sentiment Tilt,ADBE,0.065
2020-12-02,Equity Sentiment Tilt,AEP,0.015
2020-12-02,Equity Sentiment Tilt,AMD,0.065
2020-12-02,Equity Sentiment Tilt,AMGN,0.015
2020-12-02,Equity Sentiment Tilt,AMT,0.015
2020-12-02,Equity Sentiment Tilt,BA,0.015
2020-12-02,Equity Sentiment Tilt,CAT,0.015
2020-12-02,Equity Sentiment Tilt,CCI,0.015
2020-12-02,Equity Sentiment Tilt,CMCSA,0.015
2020-12-02,Equity Sentiment Tilt,COP,0.015
2020-12-02,Equity Sentiment Tilt,CVX,0.015
2020-12-02,Equity Sentiment Tilt,D,0.015
2020-12-02,Equity Sentiment Tilt,DD,0.015
2020-12-02,Equity Sentiment Tilt,DIS,0.015
2020-12-02,Equity Sentiment Tilt,DOW,0.015
2020-12-02,Equity Sentiment Tilt,DUK,0.015
2020-12-02,Equity Sentiment Tilt,EA,0.015
2020-12-02,Equity Sentiment Tilt,GE,0.015
2020-12-02,Equity Sentiment Tilt,GILD,0.015
2020-12-02,Equity Sentiment Tilt,GS,0.015
2020-12-02,Equity Sentiment Tilt,INTC,0.065
2020-12-02,Equity Sentiment Tilt,KO,0.015
2020-12-02,Equity Sentiment Tilt,MMM,0.015
2020-12-02,Equity Sentiment Tilt,MRK,0.015
2020-12-02,Equity Sentiment Tilt,MS,0.015
2020-12-02,Equity Sentiment Tilt,NEE,0.015
2020-12-02,Equity Sentiment Tilt,NEM,0.015
2020-12-02,Equity Sentiment Tilt,NKE,0.015
2020-12-02,Equity Sentiment Tilt,NUE,0.015
2020-12-02,Equity Sentiment Tilt,NVDA,0.065
2020-12-02,Equity Sentiment Tilt,O,0.015
2020-12-02,Equity Sentiment Tilt,OXY,0.015
2020-12-02,Equity Sentiment Tilt,PLD,0.015
2020-12-02,Equity Sentiment Tilt,PSA,0.015
2020-12-02,Equity Sentiment Tilt,QCOM,0.065
2020-12-02,Equity Sentiment Tilt,SBUX,0.015
2020-12-02,Equity Sentiment Tilt,SHW,0.015
2020-12-02,Equity Sentiment Tilt,SLB,0.015
2020-12-02,Equity Sentiment Tilt,SO,0.015
2020-12-02,Equity Sentiment Tilt,T,0.015
2020-12-02,Equity Sentiment Tilt,TMUS,0.015
2020-12-02,Equity Sentiment Tilt,TTWO,0.015
2020-12-02,Equity Sentiment Tilt,UPS,0.015
2020-12-02,Equity Sentiment Tilt,USB,0.015
2020-12-02,Equity Sentiment Tilt,V,0.015
2020-12-02,Equity Sentiment Tilt,WFC,0.015
2020-12-02,Equity Sentiment Tilt,WMT,0.015
2020-12-02,Equity Sentiment Tilt,XOM,0.015
2020-12-03,Equity Sentiment Tilt,ABBV,0.026119751166407468
2020-12-03,Equity Sentiment Tilt,ABT,0.026119751166407468
2020-12-03,Equity Sentiment Tilt,ADBE,0.015
2020-12-03,Equity Sentiment Tilt,AEP,0.015
2020-12-03,Equity Sentiment Tilt,AMD,0.015
2020-12-03,Equity Sentiment Tilt,AMGN,0.026119751166407468
2020-12-03,Equity Sentiment Tilt,AMT,0.037239502332814936
2020-12-03,Equity Sentiment Tilt,BA,0.023087091757387247
2020-12-03,Equity Sentiment Tilt,CAT,0.023087091757387247
2020-12-03,Equity Sentiment Tilt,CCI,0.037239502332814936
2020-12-03,Equity Sentiment Tilt,CMCSA,0.015
2020-12-03,Equity Sentiment Tilt,COP,0.018421461897356144
2020-12-03,Equity Sentiment Tilt,CVX,0.018421461897356144
2020-12-03,Equity Sentiment Tilt,D,0.015
2020-12-03,Equity Sentiment Tilt,DD,0.015
2020-12-03,Equity Sentiment Tilt,DIS,0.020132192846034215
2020-12-03,Equity Sentiment Tilt,DOW,0.015
2020-12-03,Equity Sentiment Tilt,DUK,0.015
2020-12-03,Equity Sentiment Tilt,EA,0.015
2020-12-03,Equity Sentiment Tilt,GE,0.023087091757387247
2020-12-03,Equity Sentiment Tilt,GILD,0.026119751166407468
2020-12-03,Equity Sentiment Tilt,GS,0.015
2020-12-03,Equity Sentiment Tilt,INTC,0.015
2020-12-03,Equity Sentiment Tilt,KO,0.020132192846034215
2020-12-03,Equity Sentiment Tilt,MMM,0.023087091757387247
2020-12-03,Equity Sentiment Tilt,MRK,0.026119751166407468
2020-12-03,Equity Sentiment Tilt,MS,0.015
2020-12-03,Equity Sentiment Tilt,NEE,0.015
2020-12-03,Equity Sentiment Tilt,NEM,0.015
2020-12-03,Equity Sentiment Tilt,NKE,0.020132192846034215
2020-12-03,Equity Sentiment Tilt,NUE,0.015
2020-12-03,Equity Sentiment Tilt,NVDA,0.015
2020-12-03,Equity Sentiment Tilt,O,0.037239502332814936
2020-12-03,Equity Sentiment Tilt,OXY,0.018421461897356144
2020-12-03,Equity Sentiment Tilt,PLD,0.037239502332814936
2020-12-03,Equity Sentiment Tilt,PSA,0.037239502332814936
2020-12-03,Equity Sentiment Tilt,QCOM,0.015
2020-12-03,Equity Sentiment Tilt,SBUX,0.020132192846034215
2020-12-03,Equity Sentiment Tilt,SHW,0.015
2020-12-03,Equity Sentiment Tilt,SLB,0.018421461897356144
2020-12-03,Equity Sentiment Tilt,SO,0.015
2020-12-03,Equity Sentiment Tilt,T,0.015
2020-12-03,Equity Sentiment Tilt,TMUS,0.015
2020-12-03,Equity Sentiment Tilt,TTWO,0.015
2020-12-03,Equity Sentiment Tilt,UPS,0.023087091757387247
2020-12-03,Equity Sentiment Tilt,USB,0.015
2020-12-03,Equity Sentiment Tilt,V,0.015
2020-12-03,Equity Sentiment Tilt,WFC,0.015
2020-12-03,Equity Sentiment Tilt,WMT,0.020132192846034215
2020-12-03,Equity Sentiment Tilt,XOM,0.018421461897356144
2020-12-04,Equity Sentiment Tilt,ABBV,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,ABT,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,ADBE,0.02252895752895753
2020-12-04,Equity Sentiment Tilt,AEP,0.015
2020-12-04,Equity Sentiment Tilt,AMD,0.02252895752895753
2020-12-04,Equity Sentiment Tilt,AMGN,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,AMT,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,BA,0.015
2020-12-04,Equity Sentiment Tilt,CAT,0.015
2020-12-04,Equity Sentiment Tilt,CCI,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,CMCSA,0.015
2020-12-04,Equity Sentiment Tilt,COP,0.015
2020-12-04,Equity Sentiment Tilt,CVX,0.015
2020-12-04,Equity Sentiment Tilt,D,0.015
2020-12-04,Equity Sentiment Tilt,DD,0.015
2020-12-04,Equity Sentiment Tilt,DIS,0.017316602316602318
2020-12-04,Equity Sentiment Tilt,DOW,0.015
2020-12-04,Equity Sentiment Tilt,DUK,0.015
2020-12-04,Equity Sentiment Tilt,EA,0.015
2020-12-04,Equity Sentiment Tilt,GE,0.015
2020-12-04,Equity Sentiment Tilt,GILD,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,GS,0.015
2020-12-04,Equity Sentiment Tilt,INTC,0.02252895752895753
2020-12-04,Equity Sentiment Tilt,KO,0.017316602316602318
2020-12-04,Equity Sentiment Tilt,MMM,0.015
2020-12-04,Equity Sentiment Tilt,MRK,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,MS,0.015
2020-12-04,Equity Sentiment Tilt,NEE,0.015
2020-12-04,Equity Sentiment Tilt,NEM,0.015
2020-12-04,Equity Sentiment Tilt,NKE,0.017316602316602318
2020-12-04,Equity Sentiment Tilt,NUE,0.015
2020-12-04,Equity Sentiment Tilt,NVDA,0.02252895752895753
2020-12-04,Equity Sentiment Tilt,O,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,OXY,0.015
2020-12-04,Equity Sentiment Tilt,PLD,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,PSA,0.03507722007722008
2020-12-04,Equity Sentiment Tilt,QCOM,0.02252895752895753
2020-12-04,Equity Sentiment Tilt,SBUX,0.017316602316602318
2020-12-04,Equity Sentiment Tilt,SHW,0.015
2020-12-04,Equity Sentiment Tilt,SLB,0.015
2020-12-04,Equity Sentiment Tilt,SO,0.015
2020-12-04,Equity Sentiment Tilt,T,0.015
2020-12-04,Equity Sentiment Tilt,TMUS,0.015
2020-12-04,Equity Sentiment Tilt,TTWO,0.015
2020-12-04,Equity Sentiment Tilt,UPS,0.015
2020-12-04,Equity Sentiment Tilt,USB,0.015
2020-12-04,Equity Sentiment Tilt,V,0.015
2020-12-04,Equity Sentiment Tilt,WFC,0.015
2020-12-04,Equity Sentiment Tilt,WMT,0.017316602316602318
2020-12-04,Equity Sentiment Tilt,XOM,0.015
2020-12-07,Equity Sentiment Tilt,ABBV,0.015
2020-12-07,Equity Sentiment Tilt,ABT,0.015
2020-12-07,Equity Sentiment Tilt,ADBE,0.015
2020-12-07,Equity Sentiment Tilt,AEP,0.015
2020-12-07,Equity Sentiment Tilt,AMD,0.015
2020-12-07,Equity Sentiment Tilt,AMGN,0.015
2020-12-07,Equity Sentiment Tilt,AMT,0.015
2020-12-07,Equity Sentiment Tilt,BA,0.015
2020-12-07,Equity Sentiment Tilt,CAT,0.015
2020-12-07,Equity Sentiment Tilt,CCI,0.015
2020-12-07,Equity Sentiment Tilt,CMCSA,0.015
2020-12-07,Equity Sentiment Tilt,COP,0.065
2020-12-07,Equity Sentiment Tilt,CVX,0.065
2020-12-07,Equity Sentiment Tilt,D,0.015
2020-12-07,Equity Sentiment Tilt,DD,0.015
2020-12-07,Equity Sentiment Tilt,DIS,0.015
2020-12-07,Equity Sentiment Tilt,DOW,0.015
2020-12-07,Equity Sentiment Tilt,DUK,0.015
2020-12-07,Equity Sentiment Tilt,EA,0.015
2020-12-07,Equity Sentiment Tilt,GE,0.015
2020-12-07,Equity Sentiment Tilt,GILD,0.015
2020-12-07,Equity Sentiment Tilt,GS,0.015
2020-12-07,Equity Sentiment Tilt,INTC,0.015
2020-12-07,Equity Sentiment Tilt,KO,0.015
2020-12-07,Equity Sentiment Tilt,MMM,0.015
2020-12-07,Equity Sentiment Tilt,MRK,0.015
2020-12-07,Equity Sentiment Tilt,MS,0.015
2020-12-07,Equity Sentiment Tilt,NEE,0.015
2020-12-07,Equity Sentiment Tilt,NEM,0.015
2020-12-07,Equity Sentiment Tilt,NKE,0.015
2020-12-07,Equity Sentiment Tilt,NUE,0.015
2020-12-07,Equity Sentiment Tilt,NVDA,0.015
2020-12-07,Equity Sentiment Tilt,O,0.015
2020-12-07,Equity Sentiment Tilt,OXY,0.065
2020-12-07,Equity Sentiment Tilt,PLD,0.015
2020-12-07,Equity Sentiment Tilt,PSA,0.015
2020-12-07,Equity Sentiment Tilt,QCOM,0.015
2020-12-07,Equity Sentiment Tilt,SBUX,0.015
2020-12-07,Equity Sentiment Tilt,SHW,0.015
2020-12-07,Equity Sentiment Tilt,SLB,0.065
2020-12-07,Equity Sentiment Tilt,SO,0.015
2020-12-07,Equity Sentiment Tilt,T,0.015
2020-12-07,Equity Sentiment Tilt,TMUS,0.015
2020-12-07,Equity Sentiment Tilt,TTWO,0.015
2020-12-07,Equity Sentiment Tilt,UPS,0.015
2020-12-07,Equity Sentiment Tilt,USB,0.015
2020-12-07,Equity Sentiment Tilt,V,0.015
2020-12-07,Equity Sentiment Tilt,WFC,0.015
2020-12-07,Equity Sentiment Tilt,WMT,0.015
2020-12-07,Equity Sentiment Tilt,XOM,0.065
2021-01-04,Equity Sentiment Tilt,ABBV,0.015
2021-01-04,Equity Sentiment Tilt,ABT,0.015
2021-01-04,Equity Sentiment Tilt,ADBE,0.015
2021-01-04,Equity Sentiment Tilt,AEP,0.015
2021-01-04,Equity Sentiment Tilt,AMD,0.015
2021-01-04,Equity Sentiment Tilt,AMGN,0.015
2021-01-04,Equity Sentiment Tilt,AMT,0.015
2021-01-04,Equity Sentiment Tilt,BA,0.015
2021-01-04,Equity Sentiment Tilt,CAT,0.015
2021-01-04,Equity Sentiment Tilt,CCI,0.015
2021-01-04,Equity Sentiment Tilt,CMCSA,0.015
2021-01-04,Equity Sentiment Tilt,COP,0.015
2021-01-04,Equity Sentiment Tilt,CVX,0.015
2021-01-04,Equity Sentiment Tilt,D,0.015
2021-01-04,Equity Sentiment Tilt,DD,0.065
2021-01-04,Equity Sentiment Tilt,DIS,0.015
2021-01-04,Equity Sentiment Tilt,DOW,0.065
2021-01-04,Equity Sentiment Tilt,DUK,0.015
2021-01-04,Equity Sentiment Tilt,EA,0.015
2021-01-04,Equity Sentiment Tilt,GE,0.015
2021-01-04,Equity Sentiment Tilt,GILD,0.015
2021-01-04,Equity Sentiment Tilt,GS,0.015
2021-01-04,Equity Sentiment Tilt,INTC,0.015
2021-01-04,Equity Sentiment Tilt,KO,0.015
2021-01-04,Equity Sentiment Tilt,MMM,0.015
2021-01-04,Equity Sentiment Tilt,MRK,0.015
2021-01-04,Equity Sentiment Tilt,MS,0.015
2021-01-04,Equity Sentiment Tilt,NEE,0.015
2021-01-04,Equity Sentiment Tilt,NEM,0.065
2021-01-04,Equity Sentiment Tilt,NKE,0.015
2021-01-04,Equity Sentiment Tilt,NUE,0.065
2021-01-04,Equity Sentiment Tilt,NVDA,0.015
2021-01-04,Equity Sentiment Tilt,O,0.015
2021-01-04,Equity Sentiment Tilt,OXY,0.015
2021-01-04,Equity Sentiment Tilt,PLD,0.015
2021-01-04,Equity Sentiment Tilt,PSA,0.015
2021-01-04,Equity Sentiment Tilt,QCOM,0.015
2021-01-04,Equity Sentiment Tilt,SBUX,0.015
2021-01-04,Equity Sentiment Tilt,SHW,0.065
2021-01-04,Equity Sentiment Tilt,SLB,0.015
2021-01-04,Equity Sentiment Tilt,SO,0.015
2021-01-04,Equity Sentiment Tilt,T,0.015
2021-01-04,Equity Sentiment Tilt,TMUS,0.015
2021-01-04,Equity Sentiment Tilt,TTWO,0.015
2021-01-04,Equity Sentiment Tilt,UPS,0.015
2021-01-04,Equity Sentiment Tilt,USB,0.015
2021-01-04,Equity Sentiment Tilt,V,0.015
2021-01-04,Equity Sentiment Tilt,WFC,0.015
2021-01-04,Equity Sentiment Tilt,WMT,0.015
2021-01-04,Equity Sentiment Tilt,XOM,0.015
2021-01-05,Equity Sentiment Tilt,ABBV,0.015
2021-01-05,Equity Sentiment Tilt,ABT,0.015
2021-01-05,Equity Sentiment Tilt,ADBE,0.022125506072874494
2021-01-05,Equity Sentiment Tilt,AEP,0.015
2021-01-05,Equity Sentiment Tilt,AMD,0.022125506072874494
2021-01-05,Equity Sentiment Tilt,AMGN,0.015
2021-01-05,Equity Sentiment Tilt,AMT,0.015
2021-01-05,Equity Sentiment Tilt,BA,0.03637651821862348
2021-01-05,Equity Sentiment Tilt,CAT,0.03637651821862348
2021-01-05,Equity Sentiment Tilt,CCI,0.015
2021-01-05,Equity Sentiment Tilt,CMCSA,0.015
2021-01-05,Equity Sentiment Tilt,COP,0.015
2021-01-05,Equity Sentiment Tilt,CVX,0.015
2021-01-05,Equity Sentiment Tilt,D,0.015
2021-01-05,Equity Sentiment Tilt,DD,0.015
2021-01-05,Equity Sentiment Tilt,DIS,0.019008097165991902
2021-01-05,Equity Sentiment Tilt,DOW,0.015
2021-01-05,Equity Sentiment Tilt,DUK,0.015
2021-01-05,Equity Sentiment Tilt,EA,0.015
2021-01-05,Equity Sentiment Tilt,GE,0.03637651821862348
2021-01-05,Equity Sentiment Tilt,GILD,0.015
2021-01-05,Equity Sentiment Tilt,GS,0.03248987854251012
2021-01-05,Equity Sentiment Tilt,INTC,0.022125506072874494
2021-01-05,Equity Sentiment Tilt,KO,0.019008097165991902
2021-01-05,Equity Sentiment Tilt,MMM,0.03637651821862348
2021-01-05,Equity Sentiment Tilt,MRK,0.015
2021-01-05,Equity Sentiment Tilt,MS,0.03248987854251012
2021-01-05,Equity Sentiment Tilt,NEE,0.015
2021-01-05,Equity Sentiment Tilt,NEM,0.015
2021-01-05,Equity Sentiment Tilt,NKE,0.019008097165991902
2021-01-05,Equity Sentiment Tilt,NUE,0.015
2021-01-05,Equity Sentiment Tilt,NVDA,0.022125506072874494
2021-01-05,Equity Sentiment Tilt,O,0.015
2021-01-05,Equity Sentiment Tilt,OXY,0.015
2021-01-05,Equity Sentiment Tilt,PLD,0.015
2021-01-05,Equity Sentiment Tilt,PSA,0.015
2021-01-05,Equity Sentiment Tilt,QCOM,0.022125506072874494
2021-01-05,Equity Sentiment Tilt,SBUX,0.019008097165991902
2021-01-05,Equity Sentiment Tilt,SHW,0.015
2021-01-05,Equity Sentiment Tilt,SLB,0.015
2021-01-05,Equity Sentiment Tilt,SO,0.015
2021-01-05,Equity Sentiment Tilt,T,0.015
2021-01-05,Equity Sentiment Tilt,TMUS,0.015
2021-01-05,Equity Sentiment Tilt,TTWO,0.015
2021-01-05,Equity Sentiment Tilt,UPS,0.03637651821862348
2021-01-05,Equity Sentiment Tilt,USB,0.03248987854251012
2021-01-05,Equity Sentiment Tilt,V,0.03248987854251012
2021-01-05,Equity Sentiment Tilt,WFC,0.03248987854251012
2021-01-05,Equity Sentiment Tilt,WMT,0.019008097165991902
